ID,timestamp,price_now,price_one,price_seven,price_thirty,thirty_min,thirty_max,thirty_avg
35117,1460160000000,332,332,332,328,328,332,330.53333333333336
35117,1460246400000,332,332,332,328,328,332,330.6666666666667
35117,1460332800000,332,332,332,328,328,332,330.8
35117,1460419200000,332,332,332,328,328,332,330.93333333333334
35117,1460505600000,332,332,332,328,328,332,331.06666666666666
35117,1460592000000,332,332,332,328,328,332,331.2
35117,1460678400000,332,332,332,328,328,332,331.3333333333333
35117,1460764800000,332,332,332,328,328,332,331.46666666666664
35117,1460851200000,332,332,332,328,328,332,331.6
35117,1460937600000,332,332,332,328,328,332,331.73333333333335
35117,1461024000000,332,332,332,328,328,332,331.8666666666667
35117,1461110400000,332,332,332,332,332,332,332
35117,1461196800000,332,332,332,332,332,332,332
35117,1461283200000,332,332,332,332,332,332,332
35117,1461369600000,332,332,332,332,332,332,332
35117,1461456000000,332,332,332,332,332,332,332
35117,1461542400000,332,332,332,332,332,332,332
35117,1461628800000,332,332,332,332,332,332,332
35117,1461715200000,332,332,332,332,332,332,332
35117,1461801600000,332,332,332,332,332,332,332
35117,1461888000000,332,332,332,332,332,332,332
35117,1461974400000,332,332,332,332,332,332,332
35117,1462060800000,332,332,332,332,332,332,332
35117,1462147200000,332,332,332,332,332,332,332
35117,1462233600000,332,332,332,332,332,332,332
35117,1462320000000,332,332,332,332,332,332,332
35117,1462406400000,332,332,332,332,332,332,332
35117,1462492800000,332,332,332,332,332,332,332
35117,1462579200000,332,332,332,332,332,332,332
35117,1462665600000,332,332,332,332,332,332,332
35117,1462752000000,332,332,332,332,332,332,332
35117,1462838400000,332,332,332,332,332,332,332
21736,1449964800000,73611,73611,72945,68578,68578,331,331
21736,1450051200000,331,331,331,331,331,331,331
21736,1450137600000,331,331,331,331,331,331,331
21736,1450224000000,331,331,331,331,331,331,331
21736,1450310400000,331,331,331,331,331,331,331
21736,1450396800000,331,331,331,331,331,331,331
21736,1450483200000,331,331,331,331,331,331,331
21736,1450569600000,331,331,331,331,331,331,331
21736,1450656000000,331,331,331,331,331,331,331
21736,1450742400000,328,331,331,331,331,331,331
21736,1450828800000,328,328,331,331,328,331,330.9
21736,1450915200000,328,328,331,331,328,331,330.8
21736,1451001600000,328,328,331,331,328,331,330.7
21736,1451088000000,328,328,331,331,328,331,330.6
21736,1451174400000,328,328,331,331,328,331,330.5
21736,1451260800000,328,328,331,331,328,331,330.4
21736,1451347200000,328,328,328,331,328,331,330.3
21736,1451433600000,328,328,328,331,328,331,330.2
21736,1451520000000,328,328,328,331,328,331,330.1
21736,1451606400000,328,328,328,331,328,331,330
21736,1451692800000,328,328,328,331,328,331,329.9
21736,1451779200000,328,328,328,331,328,331,329.8
21736,1451865600000,328,328,328,331,328,331,329.7
21736,1451952000000,328,328,328,331,328,331,329.6
21736,1452038400000,328,328,328,331,328,331,329.5
21736,1452124800000,328,328,328,331,328,331,329.4
21736,1452211200000,328,328,328,331,328,331,329.3
21736,1452297600000,328,328,328,331,328,331,329.2
21736,1452384000000,328,328,328,331,328,331,329.1
21736,1452470400000,328,328,328,331,328,331,329
21736,1452556800000,328,328,328,331,328,331,328.9
21736,1452643200000,328,328,328,331,328,331,328.8
21736,1452729600000,328,328,328,331,328,331,328.7
21736,1452816000000,328,328,328,331,328,331,328.6
21736,1452902400000,328,328,328,331,328,331,328.5
21736,1452988800000,328,328,328,331,328,331,328.4
21736,1453075200000,328,328,328,331,328,331,328.3
21736,1453161600000,328,328,328,331,328,331,328.2
21736,1453248000000,328,328,328,331,328,331,328.1
21736,1453334400000,328,328,328,328,328,328,328
21736,1453420800000,328,328,328,328,328,328,328
21736,1453507200000,328,328,328,328,328,328,328
21736,1453593600000,328,328,328,328,328,328,328
21736,1453680000000,328,328,328,328,328,328,328
21736,1453766400000,328,328,328,328,328,328,328
21736,1453852800000,328,328,328,328,328,328,328
21736,1453939200000,328,328,328,328,328,328,328
21736,1454025600000,328,328,328,328,328,328,328
21736,1454112000000,328,328,328,328,328,328,328
21736,1454198400000,328,328,328,328,328,328,328
21736,1454284800000,328,328,328,328,328,328,328
21736,1454371200000,328,328,328,328,328,328,328
21736,1454457600000,328,328,328,328,328,328,328
21736,1454544000000,328,328,328,328,328,328,328
21736,1454630400000,328,328,328,328,328,328,328
21736,1454716800000,328,328,328,328,328,328,328
21736,1454803200000,328,328,328,328,328,328,328
21736,1454889600000,328,328,328,328,328,328,328
21736,1454976000000,328,328,328,328,328,328,328
21736,1455062400000,328,328,328,328,328,328,328
21736,1455148800000,328,328,328,328,328,328,328
21736,1455235200000,328,328,328,328,328,328,328
21736,1455321600000,328,328,328,328,328,328,328
21736,1455408000000,328,328,328,328,328,328,328
21736,1455494400000,328,328,328,328,328,328,328
21736,1455580800000,328,328,328,328,328,328,328
21736,1455667200000,328,328,328,328,328,328,328
21736,1455753600000,328,328,328,328,328,328,328
21736,1455840000000,328,328,328,328,328,328,328
21736,1455926400000,328,328,328,328,328,328,328
21736,1456012800000,328,328,328,328,328,328,328
21736,1456099200000,328,328,328,328,328,328,328
21736,1456185600000,328,328,328,328,328,328,328
21736,1456272000000,328,328,328,328,328,328,328
21736,1456358400000,328,328,328,328,328,328,328
21736,1456444800000,328,328,328,328,328,328,328
21736,1456531200000,328,328,328,328,328,328,328
21736,1456617600000,328,328,328,328,328,328,328
21736,1456704000000,328,328,328,328,328,328,328
21736,1456790400000,328,328,328,328,328,328,328
21736,1456876800000,328,328,328,328,328,328,328
21736,1456963200000,328,328,328,328,328,328,328
21736,1457049600000,328,328,328,328,328,328,328
21736,1457136000000,328,328,328,328,328,328,328
21736,1457222400000,328,328,328,328,328,328,328
21736,1457308800000,328,328,328,328,328,328,328
21736,1457395200000,328,328,328,328,328,328,328
21736,1457481600000,328,328,328,328,328,328,328
21736,1457568000000,328,328,328,328,328,328,328
21736,1457654400000,328,328,328,328,328,328,328
21736,1457740800000,328,328,328,328,328,328,328
21736,1457827200000,328,328,328,328,328,328,328
21736,1457913600000,328,328,328,328,328,328,328
21736,1458000000000,328,328,328,328,328,328,328
21736,1458086400000,328,328,328,328,328,328,328
21736,1458172800000,328,328,328,328,328,328,328
21736,1458259200000,328,328,328,328,328,328,328
21736,1458345600000,328,328,328,328,328,328,328
21736,1458432000000,328,328,328,328,328,328,328
21736,1458518400000,332,328,328,328,328,328,328
21736,1458604800000,332,332,328,328,328,332,328.1333333333333
21736,1458691200000,332,332,328,328,328,332,328.26666666666665
21736,1458777600000,332,332,328,328,328,332,328.4
21736,1458864000000,332,332,328,328,328,332,328.53333333333336
21736,1458950400000,332,332,328,328,328,332,328.6666666666667
21736,1459036800000,332,332,328,328,328,332,328.8
21736,1459123200000,332,332,332,328,328,332,328.93333333333334
21736,1459209600000,332,332,332,328,328,332,329.06666666666666
21736,1459296000000,332,332,332,328,328,332,329.2
21736,1459382400000,332,332,332,328,328,332,329.3333333333333
21736,1459468800000,332,332,332,328,328,332,329.46666666666664
21736,1459555200000,332,332,332,328,328,332,329.6
21736,1459641600000,332,332,332,328,328,332,329.73333333333335
21736,1459728000000,332,332,332,328,328,332,329.8666666666667
21736,1459814400000,332,332,332,328,328,332,330
21736,1459900800000,332,332,332,328,328,332,330.1333333333333
21736,1459987200000,332,332,332,328,328,332,330.26666666666665
21736,1460073600000,332,332,332,328,328,332,330.4
21736,1460160000000,332,332,332,328,328,332,330.53333333333336
21736,1460246400000,332,332,332,328,328,332,330.6666666666667
21736,1460332800000,332,332,332,328,328,332,330.8
21736,1460419200000,332,332,332,328,328,332,330.93333333333334
21736,1460505600000,332,332,332,328,328,332,331.06666666666666
21736,1460592000000,332,332,332,328,328,332,331.2
21736,1460678400000,332,332,332,328,328,332,331.3333333333333
21736,1460764800000,332,332,332,328,328,332,331.46666666666664
21736,1460851200000,332,332,332,328,328,332,331.6
21736,1460937600000,332,332,332,328,328,332,331.73333333333335
21736,1461024000000,332,332,332,328,328,332,331.8666666666667
21736,1461110400000,332,332,332,332,332,332,332
21736,1461196800000,332,332,332,332,332,332,332
21736,1461283200000,332,332,332,332,332,332,332
21736,1461369600000,332,332,332,332,332,332,332
21736,1461456000000,332,332,332,332,332,332,332
21736,1461542400000,332,332,332,332,332,332,332
21736,1461628800000,332,332,332,332,332,332,332
21736,1461715200000,332,332,332,332,332,332,332
21736,1461801600000,332,332,332,332,332,332,332
21736,1461888000000,332,332,332,332,332,332,332
21736,1461974400000,332,332,332,332,332,332,332
21736,1462060800000,332,332,332,332,332,332,332
21736,1462147200000,332,332,332,332,332,332,332
21736,1462233600000,332,332,332,332,332,332,332
21736,1462320000000,332,332,332,332,332,332,332
21736,1462406400000,332,332,332,332,332,332,332
21736,1462492800000,332,332,332,332,332,332,332
21736,1462579200000,332,332,332,332,332,332,332
21736,1462665600000,332,332,332,332,332,332,332
21736,1462752000000,332,332,332,332,332,332,332
21736,1462838400000,332,332,332,332,332,332,332
21742,1449964800000,77207,77207,77207,77207,77207,331,331
21742,1450051200000,331,331,331,331,331,331,331
21742,1450137600000,331,331,331,331,331,331,331
21742,1450224000000,331,331,331,331,331,331,331
21742,1450310400000,331,331,331,331,331,331,331
21742,1450396800000,331,331,331,331,331,331,331
21742,1450483200000,331,331,331,331,331,331,331
21742,1450569600000,331,331,331,331,331,331,331
21742,1450656000000,331,331,331,331,331,331,331
21742,1450742400000,328,331,331,331,331,331,331
21742,1450828800000,328,328,331,331,328,331,330.9
21742,1450915200000,328,328,331,331,328,331,330.8
21742,1451001600000,328,328,331,331,328,331,330.7
21742,1451088000000,328,328,331,331,328,331,330.6
21742,1451174400000,328,328,331,331,328,331,330.5
21742,1451260800000,328,328,331,331,328,331,330.4
21742,1451347200000,328,328,328,331,328,331,330.3
21742,1451433600000,328,328,328,331,328,331,330.2
21742,1451520000000,328,328,328,331,328,331,330.1
21742,1451606400000,328,328,328,331,328,331,330
21742,1451692800000,328,328,328,331,328,331,329.9
21742,1451779200000,328,328,328,331,328,331,329.8
21742,1451865600000,328,328,328,331,328,331,329.7
21742,1451952000000,328,328,328,331,328,331,329.6
21742,1452038400000,328,328,328,331,328,331,329.5
21742,1452124800000,328,328,328,331,328,331,329.4
21742,1452211200000,328,328,328,331,328,331,329.3
21742,1452297600000,328,328,328,331,328,331,329.2
21742,1452384000000,328,328,328,331,328,331,329.1
21742,1452470400000,328,328,328,331,328,331,329
21742,1452556800000,328,328,328,331,328,331,328.9
21742,1452643200000,328,328,328,331,328,331,328.8
21742,1452729600000,328,328,328,331,328,331,328.7
21742,1452816000000,328,328,328,331,328,331,328.6
21742,1452902400000,328,328,328,331,328,331,328.5
21742,1452988800000,328,328,328,331,328,331,328.4
21742,1453075200000,328,328,328,331,328,331,328.3
21742,1453161600000,328,328,328,331,328,331,328.2
21742,1453248000000,328,328,328,331,328,331,328.1
21742,1453334400000,328,328,328,328,328,328,328
21742,1453420800000,328,328,328,328,328,328,328
21742,1453507200000,328,328,328,328,328,328,328
21742,1453593600000,328,328,328,328,328,328,328
21742,1453680000000,328,328,328,328,328,328,328
21742,1453766400000,328,328,328,328,328,328,328
21742,1453852800000,328,328,328,328,328,328,328
21742,1453939200000,328,328,328,328,328,328,328
21742,1454025600000,328,328,328,328,328,328,328
21742,1454112000000,328,328,328,328,328,328,328
21742,1454198400000,328,328,328,328,328,328,328
21742,1454284800000,328,328,328,328,328,328,328
21742,1454371200000,328,328,328,328,328,328,328
21742,1454457600000,328,328,328,328,328,328,328
21742,1454544000000,328,328,328,328,328,328,328
21742,1454630400000,328,328,328,328,328,328,328
21742,1454716800000,328,328,328,328,328,328,328
21742,1454803200000,328,328,328,328,328,328,328
21742,1454889600000,328,328,328,328,328,328,328
21742,1454976000000,328,328,328,328,328,328,328
21742,1455062400000,328,328,328,328,328,328,328
21742,1455148800000,328,328,328,328,328,328,328
21742,1455235200000,328,328,328,328,328,328,328
21742,1455321600000,328,328,328,328,328,328,328
21742,1455408000000,328,328,328,328,328,328,328
21742,1455494400000,328,328,328,328,328,328,328
21742,1455580800000,328,328,328,328,328,328,328
21742,1455667200000,328,328,328,328,328,328,328
21742,1455753600000,328,328,328,328,328,328,328
21742,1455840000000,328,328,328,328,328,328,328
21742,1455926400000,328,328,328,328,328,328,328
21742,1456012800000,328,328,328,328,328,328,328
21742,1456099200000,328,328,328,328,328,328,328
21742,1456185600000,328,328,328,328,328,328,328
21742,1456272000000,328,328,328,328,328,328,328
21742,1456358400000,328,328,328,328,328,328,328
21742,1456444800000,328,328,328,328,328,328,328
21742,1456531200000,328,328,328,328,328,328,328
21742,1456617600000,328,328,328,328,328,328,328
21742,1456704000000,328,328,328,328,328,328,328
21742,1456790400000,328,328,328,328,328,328,328
21742,1456876800000,328,328,328,328,328,328,328
21742,1456963200000,328,328,328,328,328,328,328
21742,1457049600000,328,328,328,328,328,328,328
21742,1457136000000,328,328,328,328,328,328,328
21742,1457222400000,328,328,328,328,328,328,328
21742,1457308800000,328,328,328,328,328,328,328
21742,1457395200000,328,328,328,328,328,328,328
21742,1457481600000,328,328,328,328,328,328,328
21742,1457568000000,328,328,328,328,328,328,328
21742,1457654400000,328,328,328,328,328,328,328
21742,1457740800000,328,328,328,328,328,328,328
21742,1457827200000,328,328,328,328,328,328,328
21742,1457913600000,328,328,328,328,328,328,328
21742,1458000000000,328,328,328,328,328,328,328
21742,1458086400000,328,328,328,328,328,328,328
21742,1458172800000,328,328,328,328,328,328,328
21742,1458259200000,328,328,328,328,328,328,328
21742,1458345600000,328,328,328,328,328,328,328
21742,1458432000000,328,328,328,328,328,328,328
21742,1458518400000,332,328,328,328,328,328,328
21742,1458604800000,332,332,328,328,328,332,328.1333333333333
21742,1458691200000,332,332,328,328,328,332,328.26666666666665
21742,1458777600000,332,332,328,328,328,332,328.4
21742,1458864000000,332,332,328,328,328,332,328.53333333333336
21742,1458950400000,332,332,328,328,328,332,328.6666666666667
21742,1459036800000,332,332,328,328,328,332,328.8
21742,1459123200000,332,332,332,328,328,332,328.93333333333334
21742,1459209600000,332,332,332,328,328,332,329.06666666666666
21742,1459296000000,332,332,332,328,328,332,329.2
21742,1459382400000,332,332,332,328,328,332,329.3333333333333
21742,1459468800000,332,332,332,328,328,332,329.46666666666664
21742,1459555200000,332,332,332,328,328,332,329.6
21742,1459641600000,332,332,332,328,328,332,329.73333333333335
21742,1459728000000,332,332,332,328,328,332,329.8666666666667
21742,1459814400000,332,332,332,328,328,332,330
21742,1459900800000,332,332,332,328,328,332,330.1333333333333
21742,1459987200000,332,332,332,328,328,332,330.26666666666665
21742,1460073600000,332,332,332,328,328,332,330.4
21742,1460160000000,332,332,332,328,328,332,330.53333333333336
21742,1460246400000,332,332,332,328,328,332,330.6666666666667
21742,1460332800000,332,332,332,328,328,332,330.8
21742,1460419200000,332,332,332,328,328,332,330.93333333333334
21742,1460505600000,332,332,332,328,328,332,331.06666666666666
21742,1460592000000,332,332,332,328,328,332,331.2
21742,1460678400000,332,332,332,328,328,332,331.3333333333333
21742,1460764800000,332,332,332,328,328,332,331.46666666666664
21742,1460851200000,332,332,332,328,328,332,331.6
21742,1460937600000,332,332,332,328,328,332,331.73333333333335
21742,1461024000000,332,332,332,328,328,332,331.8666666666667
21742,1461110400000,332,332,332,332,332,332,332
21742,1461196800000,332,332,332,332,332,332,332
21742,1461283200000,332,332,332,332,332,332,332
21742,1461369600000,332,332,332,332,332,332,332
21742,1461456000000,332,332,332,332,332,332,332
21742,1461542400000,332,332,332,332,332,332,332
21742,1461628800000,332,332,332,332,332,332,332
21742,1461715200000,332,332,332,332,332,332,332
21742,1461801600000,332,332,332,332,332,332,332
21742,1461888000000,332,332,332,332,332,332,332
21742,1461974400000,332,332,332,332,332,332,332
21742,1462060800000,332,332,332,332,332,332,332
21742,1462147200000,332,332,332,332,332,332,332
21742,1462233600000,332,332,332,332,332,332,332
21742,1462320000000,332,332,332,332,332,332,332
21742,1462406400000,332,332,332,332,332,332,332
21742,1462492800000,332,332,332,332,332,332,332
21742,1462579200000,332,332,332,332,332,332,332
21742,1462665600000,332,332,332,332,332,332,332
21742,1462752000000,332,332,332,332,332,332,332
21742,1462838400000,332,332,332,332,332,332,332
21760,1449964800000,116226,116226,116226,107155,107155,331,331
21760,1450051200000,331,331,331,331,331,331,331
21760,1450137600000,331,331,331,331,331,331,331
21760,1450224000000,331,331,331,331,331,331,331
21760,1450310400000,331,331,331,331,331,331,331
21760,1450396800000,331,331,331,331,331,331,331
21760,1450483200000,331,331,331,331,331,331,331
21760,1450569600000,331,331,331,331,331,331,331
21760,1450656000000,331,331,331,331,331,331,331
21760,1450742400000,328,331,331,331,331,331,331
21760,1450828800000,328,328,331,331,328,331,330.9
21760,1450915200000,328,328,331,331,328,331,330.8
21760,1451001600000,328,328,331,331,328,331,330.7
21760,1451088000000,328,328,331,331,328,331,330.6
21760,1451174400000,328,328,331,331,328,331,330.5
21760,1451260800000,328,328,331,331,328,331,330.4
21760,1451347200000,328,328,328,331,328,331,330.3
21760,1451433600000,328,328,328,331,328,331,330.2
21760,1451520000000,328,328,328,331,328,331,330.1
21760,1451606400000,328,328,328,331,328,331,330
21760,1451692800000,328,328,328,331,328,331,329.9
21760,1451779200000,328,328,328,331,328,331,329.8
21760,1451865600000,328,328,328,331,328,331,329.7
21760,1451952000000,328,328,328,331,328,331,329.6
21760,1452038400000,328,328,328,331,328,331,329.5
21760,1452124800000,328,328,328,331,328,331,329.4
21760,1452211200000,328,328,328,331,328,331,329.3
21760,1452297600000,328,328,328,331,328,331,329.2
21760,1452384000000,328,328,328,331,328,331,329.1
21760,1452470400000,328,328,328,331,328,331,329
21760,1452556800000,328,328,328,331,328,331,328.9
21760,1452643200000,328,328,328,331,328,331,328.8
21760,1452729600000,328,328,328,331,328,331,328.7
21760,1452816000000,328,328,328,331,328,331,328.6
21760,1452902400000,328,328,328,331,328,331,328.5
21760,1452988800000,328,328,328,331,328,331,328.4
21760,1453075200000,328,328,328,331,328,331,328.3
21760,1453161600000,328,328,328,331,328,331,328.2
21760,1453248000000,328,328,328,331,328,331,328.1
21760,1453334400000,328,328,328,328,328,328,328
21760,1453420800000,328,328,328,328,328,328,328
21760,1453507200000,328,328,328,328,328,328,328
21760,1453593600000,328,328,328,328,328,328,328
21760,1453680000000,328,328,328,328,328,328,328
21760,1453766400000,328,328,328,328,328,328,328
21760,1453852800000,328,328,328,328,328,328,328
21760,1453939200000,328,328,328,328,328,328,328
21760,1454025600000,328,328,328,328,328,328,328
21760,1454112000000,328,328,328,328,328,328,328
21760,1454198400000,328,328,328,328,328,328,328
21760,1454284800000,328,328,328,328,328,328,328
21760,1454371200000,328,328,328,328,328,328,328
21760,1454457600000,328,328,328,328,328,328,328
21760,1454544000000,328,328,328,328,328,328,328
21760,1454630400000,328,328,328,328,328,328,328
21760,1454716800000,328,328,328,328,328,328,328
21760,1454803200000,328,328,328,328,328,328,328
21760,1454889600000,328,328,328,328,328,328,328
21760,1454976000000,328,328,328,328,328,328,328
21760,1455062400000,328,328,328,328,328,328,328
21760,1455148800000,328,328,328,328,328,328,328
21760,1455235200000,328,328,328,328,328,328,328
21760,1455321600000,328,328,328,328,328,328,328
21760,1455408000000,328,328,328,328,328,328,328
21760,1455494400000,328,328,328,328,328,328,328
21760,1455580800000,328,328,328,328,328,328,328
21760,1455667200000,328,328,328,328,328,328,328
21760,1455753600000,328,328,328,328,328,328,328
21760,1455840000000,328,328,328,328,328,328,328
21760,1455926400000,328,328,328,328,328,328,328
21760,1456012800000,328,328,328,328,328,328,328
21760,1456099200000,328,328,328,328,328,328,328
21760,1456185600000,328,328,328,328,328,328,328
21760,1456272000000,328,328,328,328,328,328,328
21760,1456358400000,328,328,328,328,328,328,328
21760,1456444800000,328,328,328,328,328,328,328
21760,1456531200000,328,328,328,328,328,328,328
21760,1456617600000,328,328,328,328,328,328,328
21760,1456704000000,328,328,328,328,328,328,328
21760,1456790400000,328,328,328,328,328,328,328
21760,1456876800000,328,328,328,328,328,328,328
21760,1456963200000,328,328,328,328,328,328,328
21760,1457049600000,328,328,328,328,328,328,328
21760,1457136000000,328,328,328,328,328,328,328
21760,1457222400000,328,328,328,328,328,328,328
21760,1457308800000,328,328,328,328,328,328,328
21760,1457395200000,328,328,328,328,328,328,328
21760,1457481600000,328,328,328,328,328,328,328
21760,1457568000000,328,328,328,328,328,328,328
21760,1457654400000,328,328,328,328,328,328,328
21760,1457740800000,328,328,328,328,328,328,328
21760,1457827200000,328,328,328,328,328,328,328
21760,1457913600000,328,328,328,328,328,328,328
21760,1458000000000,328,328,328,328,328,328,328
21760,1458086400000,328,328,328,328,328,328,328
21760,1458172800000,328,328,328,328,328,328,328
21760,1458259200000,328,328,328,328,328,328,328
21760,1458345600000,328,328,328,328,328,328,328
21760,1458432000000,328,328,328,328,328,328,328
21760,1458518400000,332,328,328,328,328,328,328
21760,1458604800000,332,332,328,328,328,332,328.1333333333333
21760,1458691200000,332,332,328,328,328,332,328.26666666666665
21760,1458777600000,332,332,328,328,328,332,328.4
21760,1458864000000,332,332,328,328,328,332,328.53333333333336
21760,1458950400000,332,332,328,328,328,332,328.6666666666667
21760,1459036800000,332,332,328,328,328,332,328.8
21760,1459123200000,332,332,332,328,328,332,328.93333333333334
21760,1459209600000,332,332,332,328,328,332,329.06666666666666
21760,1459296000000,332,332,332,328,328,332,329.2
21760,1459382400000,332,332,332,328,328,332,329.3333333333333
21760,1459468800000,332,332,332,328,328,332,329.46666666666664
21760,1459555200000,332,332,332,328,328,332,329.6
21760,1459641600000,332,332,332,328,328,332,329.73333333333335
21760,1459728000000,332,332,332,328,328,332,329.8666666666667
21760,1459814400000,332,332,332,328,328,332,330
21760,1459900800000,332,332,332,328,328,332,330.1333333333333
21760,1459987200000,332,332,332,328,328,332,330.26666666666665
21760,1460073600000,332,332,332,328,328,332,330.4
21760,1460160000000,332,332,332,328,328,332,330.53333333333336
21760,1460246400000,332,332,332,328,328,332,330.6666666666667
21760,1460332800000,332,332,332,328,328,332,330.8
21760,1460419200000,332,332,332,328,328,332,330.93333333333334
